hotel_code_accor,hotel_code_norm,hotel_name,hotel_brand_code,hotel_brand,hotel_city,hotel_country,hotel_adresse,hotel_code_postal,url_hotel,source,source_query,hotel_name_norm,city_norm,rating_value,review_count,page_index,in_destination_html,match_type
B3B5,B3B5,ibis budget Bourgoin Jallieu Centre,IBB,IBIS BUDGET,BOURGOIN JALLIEU,France,21 Avenue D Italie,38300,https://all.accor.com/hotel/B3B5/index.fr.shtml,catalog_api,france,IBIS BUDGET BOURGOIN JALLIEU CENTRE,BOURGOIN JALLIEU,,,,False,missing
B668,B668,Ibis Budget Perigueux Boulazac,IBB,IBIS BUDGET,BOULAZAC,France,"2 rue d'Arezzo, Avenue Marcel Paul",24750,https://all.accor.com/hotel/B668/index.fr.shtml,catalog_api,france,IBIS BUDGET PERIGUEUX BOULAZAC,BOULAZAC,4.2,589,15.0,True,missing
0636,636,ibis Périgueux Centre,IBH,IBIS,PERIGUEUX,France,"8, boulevard Georges Saumande",24000,https://all.accor.com/hotel/0636/index.fr.shtml,catalog_api,france,IBIS PERIGUEUX CENTRE,PERIGUEUX,4.5,1286,15.0,True,missing
B1H7,B1H7,ibis budget Annecy Poisy,IBB,IBIS BUDGET,POISY,France,159 Route De Closon,74330,https://all.accor.com/hotel/B1H7/index.fr.shtml,catalog_api,france,IBIS BUDGET ANNECY POISY,POISY,,,,False,missing
C3J4,C3J4,Bel Hôtel Oléron Thalasso & Spa - MGallery Collection,MGA,MGALLERY,SAINT TROJAN LES BAINS,France,"Plage de Gatseau, 31 Avenue du Débarquement",17370,https://all.accor.com/hotel/C3J4/index.fr.shtml,catalog_api,france,BEL HOTEL OLERON THALASSO SPA MGALLERY COLLECTION,SAINT TROJAN LES BAINS,,,,False,missing
0909,909,Mercure Quiberon Hotel and Spa,MER,MERCURE,QUIBERON,France,"Avenue des Marronniers, Pointe du Goulvars",56170,https://all.accor.com/hotel/0909/index.fr.shtml,catalog_api,france,MERCURE QUIBERON HOTEL AND SPA,QUIBERON,,,,False,missing
0557,557,Sofitel Quiberon Thalassa sea & spa,SOF,SOFITEL,QUIBERON,France,Boulevard Louison Bobet,56170,https://all.accor.com/hotel/0557/index.fr.shtml,catalog_api,france,SOFITEL QUIBERON THALASSA SEA SPA,QUIBERON,,,,False,missing
B6I9,B6I9,ibis Annecy Cran Gevrier,IBH,IBIS,ANNECY,France,"38 Avenue De La Republique, Cran Gevrier",74960,https://all.accor.com/hotel/B6I9/index.fr.shtml,catalog_api,france,IBIS ANNECY CRAN GEVRIER,ANNECY,,,,False,missing
C4Q9,C4Q9,ibis Styles Annecy Le Vieux,IBS,IBIS STYLES,ANNECY,France,69 Avenue de France,74000,https://all.accor.com/hotel/C4Q9/index.fr.shtml,catalog_api,france,IBIS STYLES ANNECY LE VIEUX,ANNECY,,,,False,missing
0538,538,ibis Annecy Centre Vieille Ville,IBH,IBIS,ANNECY,France,"12, rue de la Gare, Ilôt de la Manufacture",74000,https://all.accor.com/hotel/0538/index.fr.shtml,catalog_api,france,IBIS ANNECY CENTRE VIEILLE VILLE,ANNECY,,,,False,missing
C013,C013,Le Splendid Hotel Lac d'Annecy - Handwritten Collection,SOU,SOU,ANNECY,France,4 quai Eustache Chappuis,74000,https://all.accor.com/hotel/C013/index.fr.shtml,catalog_api,france,LE SPLENDID HOTEL LAC D ANNECY HANDWRITTEN COLLECTION,ANNECY,,,,False,missing
0340,340,Hôtel Mercure Annecy Sud,MER,MERCURE,SEYNOD,France,"76 Avenue D'Aix les Bains, SEYNOD, BP 62",74600,https://all.accor.com/hotel/0340/index.fr.shtml,catalog_api,france,HOTEL MERCURE ANNECY SUD,SEYNOD,,,,False,missing
0434,434,ibis Styles Lorient Caudan,IBS,IBIS STYLES,CAUDAN,France,"758 rue Pierre Landais, Ctre hotelier Kerpont Bellevue",56850,https://all.accor.com/hotel/0434/index.fr.shtml,catalog_api,france,IBIS STYLES LORIENT CAUDAN,CAUDAN,,,,False,missing
0616,616,Ibis Lorient-Caudan,IBH,IBIS,CAUDAN,France,"758 rue Pierre Landais, Centre Hotelier de Bellevue",56850,https://all.accor.com/hotel/0616/index.fr.shtml,catalog_api,france,IBIS LORIENT CAUDAN,CAUDAN,,,,False,missing
0972,972,ibis Le Puy-en-Velay Centre,IBH,IBIS,LE PUY EN VELAY,France,"1, avenue  d'Aiguilhe",43000,https://all.accor.com/hotel/0972/index.fr.shtml,catalog_api,france,IBIS LE PUY EN VELAY CENTRE,LE PUY EN VELAY,4.6,642,21.0,True,missing
0873,873,Hôtel Mercure Lorient Centre,MER,MERCURE,LORIENT,France,"31, place Jules Ferry",56100,https://all.accor.com/hotel/0873/index.fr.shtml,catalog_api,france,HOTEL MERCURE LORIENT CENTRE,LORIENT,,,,False,missing
0725,725,ibis Lyon Sud Saint-Rambert-d'Albon,IBH,IBIS,SAINT RAMBERT D ALBON,France,"RN 7, Quartier Les Champagnières",26140,https://all.accor.com/hotel/0725/index.fr.shtml,catalog_api,france,IBIS LYON SUD SAINT RAMBERT D ALBON,SAINT RAMBERT D ALBON,4.2,369,43.0,True,missing
C518,C518,Domaine des Grands Sables île Groix - Handwritten Collection,SOU,SOU,GROIX,France,"Route des Grands Sables, Lieu dit Mez Stanal",56590,https://all.accor.com/hotel/C518/index.fr.shtml,catalog_api,france,DOMAINE DES GRANDS SABLES ILE GROIX HANDWRITTEN COLLECTION,GROIX,,,,False,missing
0609,609,ibis Chambéry,IBH,IBIS,CHAMBERY,France,"100, rue Eugène Ducretet",73000,https://all.accor.com/hotel/0609/index.fr.shtml,catalog_api,france,IBIS CHAMBERY,CHAMBERY,,,,False,missing
B5Y0,B5Y0,ibis Styles Morlaix,IBS,IBIS STYLES,MORLAIX,France,400 rue Caroline Aigle,29600,https://all.accor.com/hotel/B5Y0/index.fr.shtml,catalog_api,france,IBIS STYLES MORLAIX,MORLAIX,,,,False,missing
C0M6,C0M6,ibis budget Morlaix,IBB,IBIS BUDGET,MORLAIX,France,400 rue Caroline Aigle,29600,https://all.accor.com/hotel/C0M6/index.fr.shtml,catalog_api,france,IBIS BUDGET MORLAIX,MORLAIX,,,,False,missing
B2Q5,B2Q5,ibis Styles Sallanches Pays du Mont-Blanc,IBS,IBIS STYLES,SALLANCHES,France,2055 Avenue de Genève,74700,https://all.accor.com/hotel/B2Q5/index.fr.shtml,catalog_api,france,IBIS STYLES SALLANCHES PAYS DU MONT BLANC,SALLANCHES,,,,False,missing
0639,639,ibis Sallanches Porte du Mont-Blanc,IBH,IBIS,SALLANCHES,France,1643  avenue de Geneve,74700,https://all.accor.com/hotel/0639/index.fr.shtml,catalog_api,france,IBIS SALLANCHES PORTE DU MONT BLANC,SALLANCHES,,,,False,missing
B5I0,B5I0,Novotel Megève Mont-Blanc,NOV,NOVOTEL,MEGEVE,France,"1306, Route Nationale, Le Domaine De Meztiva",74120,https://all.accor.com/hotel/B5I0/index.fr.shtml,catalog_api,france,NOVOTEL MEGEVE MONT BLANC,MEGEVE,,,,False,missing
B535,B535,Hôtel Mercure Roscoff Bord de Mer,MER,MERCURE,ROSCOFF,France,27 Place Lacaze Duthiers,29680,https://all.accor.com/hotel/B535/index.fr.shtml,catalog_api,france,HOTEL MERCURE ROSCOFF BORD DE MER,ROSCOFF,,,,False,missing
B9F3,B9F3,Le Saint Gervais Hotel & Spa - Handwritten Collection,SOU,SOU,SAINT GERVAIS LES BAINS,France,680 Rue du Mont Lachat,74170,https://all.accor.com/hotel/B9F3/index.fr.shtml,catalog_api,france,LE SAINT GERVAIS HOTEL SPA HANDWRITTEN COLLECTION,SAINT GERVAIS LES BAINS,,,,False,missing
B808,B808,ibis Styles Albertville,IBS,IBIS STYLES,ALBERTVILLE,France,23 Avenue Des Chasseurs Alpins,73200,https://all.accor.com/hotel/B808/index.fr.shtml,catalog_api,france,IBIS STYLES ALBERTVILLE,ALBERTVILLE,,,,False,missing
0423,423,Novotel Grenoble Nord Voreppe,NOV,NOVOTEL,VOREPPE,France,1625 Route de Veurey,38340,https://all.accor.com/hotel/0423/index.fr.shtml,catalog_api,france,NOVOTEL GRENOBLE NORD VOREPPE,VOREPPE,,,,False,missing
B9P8,B9P8,ibis Styles Les Houches Chamonix,IBS,IBIS STYLES,LES HOUCHES,France,333 Rue de l'Essert,74310,https://all.accor.com/hotel/B9P8/index.fr.shtml,catalog_api,france,IBIS STYLES LES HOUCHES CHAMONIX,LES HOUCHES,,,,False,missing
5695,5695,ibis budget Bergerac,IBB,IBIS BUDGET,BERGERAC,France,"Route de Bordeaux, C. Commercial la Cavaille",24100,https://all.accor.com/hotel/5695/index.fr.shtml,catalog_api,france,IBIS BUDGET BERGERAC,BERGERAC,4.3,629,30.0,True,missing
B5V9,B5V9,Hôtel Mercure Figeac Viguier du Roy,MER,MERCURE,FIGEAC,France,52 Rue Emile Zola,46100,https://all.accor.com/hotel/B5V9/index.fr.shtml,catalog_api,france,HOTEL MERCURE FIGEAC VIGUIER DU ROY,FIGEAC,4.8,992,21.0,True,missing
C4X8,C4X8,ibis budget Valence Nord Plateau des Couleures,IBB,IBIS BUDGET,SAINT MARCEL LES VALENCE,France,60 Rue du Pas du Buis,26320,https://all.accor.com/hotel/C4X8/index.fr.shtml,catalog_api,france,IBIS BUDGET VALENCE NORD PLATEAU DES COULEURES,SAINT MARCEL LES VALENCE,,,,False,missing
C5P7,C5P7,You Hotel de France Valence - Handwritten Collection,SOU,SOU,VALENCE,France,16 Blvd du Général de Gaulle,26000,https://all.accor.com/hotel/C5P7/index.fr.shtml,catalog_api,france,YOU HOTEL DE FRANCE VALENCE HANDWRITTEN COLLECTION,VALENCE,,,,False,missing
0455,455,Novotel Valence Sud,NOV,NOVOTEL,VALENCE,France,217 Avenue de Provence,26000,https://all.accor.com/hotel/0455/index.fr.shtml,catalog_api,france,NOVOTEL VALENCE SUD,VALENCE,,,,False,missing
0644,644,ibis Valence Sud,IBH,IBIS,VALENCE,France,355  avenue de Provence,26000,https://all.accor.com/hotel/0644/index.fr.shtml,catalog_api,france,IBIS VALENCE SUD,VALENCE,,,,False,missing
C3J5,C3J5,ibis Styles Valence (Ouverture automne 2026),IBS,IBIS STYLES,VALENCE,France,475 Avenue Victor Hugo,26000,https://all.accor.com/hotel/C3J5/index.fr.shtml,catalog_api,france,IBIS STYLES VALENCE OUVERTURE AUTOMNE 2026,VALENCE,,,,False,missing
B1N0,B1N0,ibis Styles Crolles Grenoble A41,IBS,IBIS STYLES,CROLLES,France,755 Avenue Ambroise Croizat,38920,https://all.accor.com/hotel/B1N0/index.fr.shtml,catalog_api,france,IBIS STYLES CROLLES GRENOBLE A41,CROLLES,,,,False,missing
B2R8,B2R8,Aparthotel Adagio Grenoble Centre,ADG,ADAGIO,GRENOBLE,France,6 Rue Auguste Genin,38000,https://all.accor.com/hotel/B2R8/index.fr.shtml,catalog_api,france,APARTHOTEL ADAGIO GRENOBLE CENTRE,GRENOBLE,,,,False,missing
C066,C066,greet hotel Grenoble Centre Gare,GRE,GREET,GRENOBLE,France,45 Avenue Felix Viallet,38000,https://all.accor.com/hotel/C066/index.fr.shtml,catalog_api,france,GREET HOTEL GRENOBLE CENTRE GARE,GRENOBLE,,,,False,missing
0612,612,ibis Grenoble Centre Bastille,IBH,IBIS,GRENOBLE,France,"5, rue de Miribel, Les Trois Dauphins, Place Félix Poulat",38000,https://all.accor.com/hotel/0612/index.fr.shtml,catalog_api,france,IBIS GRENOBLE CENTRE BASTILLE,GRENOBLE,,,,False,missing
0652,652,Hôtel Mercure Grenoble Centre Alpotel,MER,MERCURE,GRENOBLE,France,12 Boulevard Marechal Joffre,38000,https://all.accor.com/hotel/0652/index.fr.shtml,catalog_api,france,HOTEL MERCURE GRENOBLE CENTRE ALPOTEL,GRENOBLE,,,,False,missing
C5J4,C5J4,Adagio Access Grenoble Université,ADA,ADAGIO ACCESS,SAINT-MARTIN-D'HERES,France,46 avenue Gabriel Peri,38400,https://all.accor.com/hotel/C5J4/index.fr.shtml,catalog_api,france,ADAGIO ACCESS GRENOBLE UNIVERSITE,SAINT MARTIN D HERES,,,,False,missing
C138,C138,Mercure Quimper Kerlic,MER,MERCURE,QUIMPER,France,3 chemin du Keridoret,29000,https://all.accor.com/hotel/C138/index.fr.shtml,catalog_api,france,MERCURE QUIMPER KERLIC,QUIMPER,,,,False,missing
0637,637,ibis Quimper,IBH,IBIS,QUIMPER,France,"rue Gustave Eiffel, Quartier de l'Hippodrome",29000,https://all.accor.com/hotel/0637/index.fr.shtml,catalog_api,france,IBIS QUIMPER,QUIMPER,,,,False,missing
C2N0,C2N0,ibis Bordeaux Nord Carbon Blanc,IBH,IBIS,CARBON BLANC,France,42 Rue des freres lumiere,33560,https://all.accor.com/hotel/C2N0/index.fr.shtml,catalog_api,france,IBIS BORDEAUX NORD CARBON BLANC,CARBON BLANC,,,,False,missing
B1H6,B1H6,ibis budget Bordeaux Lormont,IBB,IBIS BUDGET,LORMONT,France,43 Allee De L Oiseau De France,33310,https://all.accor.com/hotel/B1H6/index.fr.shtml,catalog_api,france,IBIS BUDGET BORDEAUX LORMONT,LORMONT,,,,False,missing
B2C9,B2C9,ibis budget Cahors,IBB,IBIS BUDGET,CAHORS,France,936 Cote Des Ormeaux,46000,https://all.accor.com/hotel/B2C9/index.fr.shtml,catalog_api,france,IBIS BUDGET CAHORS,CAHORS,4.4,904,29.0,True,missing
B2C7,B2C7,ibis Cahors,IBH,IBIS,CAHORS,France,936 Cote Des Ormeaux,46000,https://all.accor.com/hotel/B2C7/index.fr.shtml,catalog_api,france,IBIS CAHORS,CAHORS,4.6,710,29.0,True,missing
C3U7,C3U7,ibis Styles Bordeaux Lormont,IBS,IBIS STYLES,LORMONT,France,"4 rue Marcel Fourbet, Rocade sortie 26",33310,https://all.accor.com/hotel/C3U7/index.fr.shtml,catalog_api,france,IBIS STYLES BORDEAUX LORMONT,LORMONT,,,,False,missing
0403,403,Novotel Bordeaux Lac,NOV,NOVOTEL,BORDEAUX,France,Avenue Jean Gabriel Domergue,33300,https://all.accor.com/hotel/0403/index.fr.shtml,catalog_api,france,NOVOTEL BORDEAUX LAC,BORDEAUX,,,,False,missing
0551,551,Hôtel Mercure Bordeaux Lac,MER,MERCURE,BORDEAUX,France,"Rue du grand Barail, Quartier du lac",33300,https://all.accor.com/hotel/0551/index.fr.shtml,catalog_api,france,HOTEL MERCURE BORDEAUX LAC,BORDEAUX,,,,False,missing
0356,356,ibis Bordeaux Lac,IBH,IBIS,BORDEAUX,France,"Rue du Petit Barail, Quartier du Lac",33300,https://all.accor.com/hotel/0356/index.fr.shtml,catalog_api,france,IBIS BORDEAUX LAC,BORDEAUX,,,,False,missing
0669,669,Pullman Bordeaux Lac,PUL,PULLMAN,BORDEAUX LE LAC,France,Avenue Jean Gabriel Domergue,33300,https://all.accor.com/hotel/0669/index.fr.shtml,catalog_api,france,PULLMAN BORDEAUX LAC,BORDEAUX LE LAC,,,,False,missing
C513,C513,ibis Styles Bordeaux Lac Bruges,IBS,IBIS STYLES,BRUGES,France,1 Avenue de Chavailles,33520,https://all.accor.com/hotel/C513/index.fr.shtml,catalog_api,france,IBIS STYLES BORDEAUX LAC BRUGES,BRUGES,,,,False,missing
B7G5,B7G5,Mondrian Bordeaux Les Carmes,MOD,MOD,BORDEAUX,France,81 cours du Medoc,33300,https://all.accor.com/hotel/B7G5/index.fr.shtml,catalog_api,france,MONDRIAN BORDEAUX LES CARMES,BORDEAUX,,,,False,missing
B9F2,B9F2,greet Hotel Bordeaux Floirac Arena,GRE,GREET,FLOIRAC,France,2 Allee De La Gabarre,33270,https://all.accor.com/hotel/B9F2/index.fr.shtml,catalog_api,france,GREET HOTEL BORDEAUX FLOIRAC ARENA,FLOIRAC,,,,False,missing
1561,1561,ibis Bordeaux Centre Gare Saint-Jean,IBH,IBIS,BORDEAUX,France,19 Quai de Paludate,33800,https://all.accor.com/hotel/1561/index.fr.shtml,catalog_api,france,IBIS BORDEAUX CENTRE GARE SAINT JEAN,BORDEAUX,,,,False,missing
C6L0,C6L0,Hôtel 56 Bordeaux - Handwritten Collection (Septembre 2026),SOU,SOU,BORDEAUX,France,56 Quai de Paludate,33800,https://all.accor.com/hotel/C6L0/index.fr.shtml,catalog_api,france,HOTEL 56 BORDEAUX HANDWRITTEN COLLECTION SEPTEMBRE 2026,BORDEAUX,,,,False,missing
C1R6,C1R6,ibis Styles Bordeaux Centre Gare,IBS,IBIS STYLES,BORDEAUX,France,6 8 rue Charles Domercq,33800,https://all.accor.com/hotel/C1R6/index.fr.shtml,catalog_api,france,IBIS STYLES BORDEAUX CENTRE GARE,BORDEAUX,,,,False,missing
0950,950,ibis Bordeaux Centre Mériadeck,IBH,IBIS,BORDEAUX,France,35 cours du Maréchal Juin,33000,https://all.accor.com/hotel/0950/index.fr.shtml,catalog_api,france,IBIS BORDEAUX CENTRE MERIADECK,BORDEAUX,,,,False,missing
A547,A547,ibis Bordeaux Centre Gare Saint-Jean Euratlantique,IBH,IBIS,BORDEAUX,France,28 Rue Charles Domercq,33800,https://all.accor.com/hotel/A547/index.fr.shtml,catalog_api,france,IBIS BORDEAUX CENTRE GARE SAINT JEAN EURATLANTIQUE,BORDEAUX,,,,False,missing
B3F7,B3F7,Mercure Bordeaux Centre Gare Atlantic,MER,MERCURE,BORDEAUX,France,69 Rue Eugene Le Roy,33800,https://all.accor.com/hotel/B3F7/index.fr.shtml,catalog_api,france,MERCURE BORDEAUX CENTRE GARE ATLANTIC,BORDEAUX,,,,False,missing
B9L1,B9L1,ibis Styles Bordeaux Beglès Arena,IBS,IBIS STYLES,BEGLES,France,3 Rue Marcel Sembat,33130,https://all.accor.com/hotel/B9L1/index.fr.shtml,catalog_api,france,IBIS STYLES BORDEAUX BEGLES ARENA,BEGLES,,,,False,missing
0623,623,Hôtel ibis Montélimar Nord,IBH,IBIS,SAULCE-SUR-RHONE,France,"Route nationale 7, Zone du pavé",26270,https://all.accor.com/hotel/0623/index.fr.shtml,catalog_api,france,HOTEL IBIS MONTELIMAR NORD,SAULCE SUR RHONE,,,,False,missing
C0C7,C0C7,greet Hotel Brest Aéroport,GRE,GREET,GUIPAVAS,France,33 Boulevard de coataudon,29490,https://all.accor.com/hotel/C0C7/index.fr.shtml,catalog_api,france,GREET HOTEL BREST AEROPORT,GUIPAVAS,,,,False,missing
0402,402,Novotel Bordeaux Merignac,NOV,NOVOTEL,MERIGNAC,France,80 Avenue J F Kennedy,33700,https://all.accor.com/hotel/0402/index.fr.shtml,catalog_api,france,NOVOTEL BORDEAUX MERIGNAC,MERIGNAC,,,,False,missing
B7B1,B7B1,greet Hotel Bordeaux Aéroport,GRE,GREET,MERIGNAC,France,99 Avenue Jf Kennedy,33700,https://all.accor.com/hotel/B7B1/index.fr.shtml,catalog_api,france,GREET HOTEL BORDEAUX AEROPORT,MERIGNAC,,,,False,missing
B8E4,B8E4,Mercure Brest Centre Port,MER,MERCURE,BREST,France,45 Rue Jean Marie Le Bris,29200,https://all.accor.com/hotel/B8E4/index.fr.shtml,catalog_api,france,MERCURE BREST CENTRE PORT,BREST,,,,False,missing
A4A5,A4A5,Hôtel Mercure Brest Centre Les Voyageurs,MER,MERCURE,BREST,France,2 Rue Yves Collet,29200,https://all.accor.com/hotel/A4A5/index.fr.shtml,catalog_api,france,HOTEL MERCURE BREST CENTRE LES VOYAGEURS,BREST,,,,False,missing
C5E0,C5E0,Aparthotel Adagio Access Bordeaux Sud Pessac,ADA,ADAGIO ACCESS,PESSAC,France,95 Avenue du Haut Leveque,33600,https://all.accor.com/hotel/C5E0/index.fr.shtml,catalog_api,france,APARTHOTEL ADAGIO ACCESS BORDEAUX SUD PESSAC,PESSAC,,,,False,missing
0850,850,ibis Bordeaux Pessac Route des Vins,IBH,IBIS,PESSAC,France,"8, avenue Antoine Becquerel",33600,https://all.accor.com/hotel/0850/index.fr.shtml,catalog_api,france,IBIS BORDEAUX PESSAC ROUTE DES VINS,PESSAC,,,,False,missing
A6Q0,A6Q0,Hôtel Mercure Villeneuve-sur-Lot - Le Moulin de Madame,MER,MERCURE,VILLENEUVE SUR LOT,France,Route De Casseneuil,47300,https://all.accor.com/hotel/A6Q0/index.fr.shtml,catalog_api,france,HOTEL MERCURE VILLENEUVE SUR LOT LE MOULIN DE MADAME,VILLENEUVE SUR LOT,4.7,528,45.0,True,missing
B1K8,B1K8,Sainte-Barbe Hotel & Spa Le Conquet - MGallery Collection,MGA,MGALLERY,LE CONQUET,France,Pointe Sainte Barbe,29217,https://all.accor.com/hotel/B1K8/index.fr.shtml,catalog_api,france,SAINTE BARBE HOTEL SPA LE CONQUET MGALLERY COLLECTION,LE CONQUET,,,,False,missing
B9F4,B9F4,ibis budget Millau Viaduc,IBB,IBIS BUDGET,MILLAU,France,"88 Boulevard Cardinal, Francois Marty",12100,https://all.accor.com/hotel/B9F4/index.fr.shtml,catalog_api,france,IBIS BUDGET MILLAU VIADUC,MILLAU,4.7,1347,48.0,True,missing
C091,C091,ibis Saint Paul Trois Chateaux,IBH,IBIS,SAINT PAUL TROIS CHATEAUX,France,"46 Impasse du Bouquet, Parc d'activité, Drome Sud Provence",26130,https://all.accor.com/hotel/C091/index.fr.shtml,catalog_api,france,IBIS SAINT PAUL TROIS CHATEAUX,SAINT PAUL TROIS CHATEAUX,,,,False,missing
B9G2,B9G2,Mercure Agen Centre,MER,MERCURE,AGEN,France,1350 Avenue Du Midi,47000,https://all.accor.com/hotel/B9G2/index.fr.shtml,catalog_api,france,MERCURE AGEN CENTRE,AGEN,,,,False,missing
C517,C517,greet hôtel Le Teich Bassin d'Arcachon,GRE,GREET,LE TEICH,France,7 rue Copernic,33470,https://all.accor.com/hotel/C517/index.fr.shtml,catalog_api,france,GREET HOTEL LE TEICH BASSIN D ARCACHON,LE TEICH,,,,False,missing
B9J0,B9J0,greet hotel La Teste Bassin d' Arcachon,GRE,GREET,LA TESTE DE BUCH,France,75 avenue du général Leclerc,33260,https://all.accor.com/hotel/B9J0/index.fr.shtml,catalog_api,france,GREET HOTEL LA TESTE BASSIN D ARCACHON,LA TESTE DE BUCH,,,,False,missing
A9V5,A9V5,ibis Styles Arcachon Gujan-Mestras,IBS,IBIS STYLES,GUJAN MESTRAS,France,"3 Avenue Des Loisirs, Route des Bénévoles, Bassin des loisirs",33470,https://all.accor.com/hotel/A9V5/index.fr.shtml,catalog_api,france,IBIS STYLES ARCACHON GUJAN MESTRAS,GUJAN MESTRAS,,,,False,missing
B9J1,B9J1,ibis Budget La Teste Bassin d'Arcachon,IBB,IBIS BUDGET,LA TESTE DE BUCH,France,7 avenue de Binghamton,33260,https://all.accor.com/hotel/B9J1/index.fr.shtml,catalog_api,france,IBIS BUDGET LA TESTE BASSIN D ARCACHON,LA TESTE DE BUCH,,,,False,missing
C4P7,C4P7,ibis Styles Alès Centre Cévennes,IBS,IBIS STYLES,ALES,France,Quai boissier de sauvages,30100,https://all.accor.com/hotel/C4P7/index.fr.shtml,catalog_api,france,IBIS STYLES ALES CENTRE CEVENNES,ALES,,,,False,missing
0338,338,ibis Alès Centre-Ville,IBH,IBIS,ALES,France,"18, rue Edgar Quinet",30100,https://all.accor.com/hotel/0338/index.fr.shtml,catalog_api,france,IBIS ALES CENTRE VILLE,ALES,,,,False,missing
B8Y9,B8Y9,ibis Styles Montauban,IBS,IBIS STYLES,MONTAUBAN,France,"50, Route de saint martial",82000,https://all.accor.com/hotel/B8Y9/index.fr.shtml,catalog_api,france,IBIS STYLES MONTAUBAN,MONTAUBAN,,,,False,missing
0925,925,ibis Orange Centre Échangeur A7 A9,IBH,IBIS,ORANGE,France,"32, rue Agis Rigord, Route de Caderousse, Avenue Charles De GAULLE",84100,https://all.accor.com/hotel/0925/index.fr.shtml,catalog_api,france,IBIS ORANGE CENTRE ECHANGEUR A7 A9,ORANGE,,,,False,missing
B814,B814,ibis Styles Pont du Gard Route d'Avignon,IBS,IBIS STYLES,ESTEZARGUES,France,247 chemin de la fenouillère,30390,https://all.accor.com/hotel/B814/index.fr.shtml,catalog_api,france,IBIS STYLES PONT DU GARD ROUTE D AVIGNON,ESTEZARGUES,,,,False,missing
C5U4,C5U4,Château de Mazan - Handwritten Collection,SOU,SOU,MAZAN,France,8 place Napoleon,84380,https://all.accor.com/hotel/C5U4/index.fr.shtml,catalog_api,france,CHATEAU DE MAZAN HANDWRITTEN COLLECTION,MAZAN,,,,False,missing
0550,550,Novotel Avignon Nord,NOV,NOVOTEL,SORGUES,France,"135 Avenue Louis Pasteur, ., .",84700,https://all.accor.com/hotel/0550/index.fr.shtml,catalog_api,france,NOVOTEL AVIGNON NORD,SORGUES,,,,False,missing
0549,549,Hôtel Mercure Pont d'Avignon Centre,MER,MERCURE,AVIGNON,France,"2, rue Ferruce, Gps parking: Parking Palais des, Papes  Boulevard de la ligne",84000,https://all.accor.com/hotel/0549/index.fr.shtml,catalog_api,france,HOTEL MERCURE PONT D AVIGNON CENTRE,AVIGNON,,,,False,missing
0944,944,ibis Avignon Centre Gare,IBH,IBIS,AVIGNON,France,42 Boulevard Saint-Roch,84000,https://all.accor.com/hotel/0944/index.fr.shtml,catalog_api,france,IBIS AVIGNON CENTRE GARE,AVIGNON,,,,False,missing
B6F6,B6F6,Mercure Avignon TGV Hotel et Spa,MER,MERCURE,AVIGNON,France,2 rue Mère Térésa,84000,https://all.accor.com/hotel/B6F6/index.fr.shtml,catalog_api,france,MERCURE AVIGNON TGV HOTEL ET SPA,AVIGNON,,,,False,missing
0985,985,Novotel Atria Nîmes Centre,NOV,NOVOTEL,NIMES,France,5 Boulevard de Prague,30000,https://all.accor.com/hotel/0985/index.fr.shtml,catalog_api,france,NOVOTEL ATRIA NIMES CENTRE,NIMES,,,,False,missing
C6J9,C6J9,Mercure Nîmes Centre Arènes,MER,MERCURE,NIMES,France,10 Rue de la Republique,30000,https://all.accor.com/hotel/C6J9/index.fr.shtml,catalog_api,france,MERCURE NIMES CENTRE ARENES,NIMES,,,,False,missing
0399,399,ibis Styles Avignon Sud,IBS,IBIS STYLES,AVIGNON,France,2968 avenue de l'Amandier,84000,https://all.accor.com/hotel/0399/index.fr.shtml,catalog_api,france,IBIS STYLES AVIGNON SUD,AVIGNON,,,,False,missing
0686,686,ibis Avignon Sud,IBH,IBIS,AVIGNON,France,"71 chemin de la Cristole, 84140 Avignon",84140,https://all.accor.com/hotel/0686/index.fr.shtml,catalog_api,france,IBIS AVIGNON SUD,AVIGNON,,,,False,missing
0629,629,ibis Nîmes Ouest,IBH,IBIS,NIMES,France,"268, Rue de L'hostellerie, PARC HOTELIER, Ville Active",30900,https://all.accor.com/hotel/0629/index.fr.shtml,catalog_api,france,IBIS NIMES OUEST,NIMES,,,,False,missing
1199,1199,Hôtel ibis Sisteron,IBH,IBIS,SISTERON,France,"1 allée des tilleuls, Parc d'activités Sisteron Nord",04200,https://all.accor.com/hotel/1199/index.fr.shtml,catalog_api,france,HOTEL IBIS SISTERON,SISTERON,,,,False,missing
A314,A314,ibis Styles Toulouse Nord Sesquières,IBS,IBIS STYLES,TOULOUSE,France,49 Rue Jean Zay,31200,https://all.accor.com/hotel/A314/index.fr.shtml,catalog_api,france,IBIS STYLES TOULOUSE NORD SESQUIERES,TOULOUSE,,,,False,missing
A4C2,A4C2,Hôtel Mercure Castres L'Occitan,MER,MERCURE,CASTRES,France,201 Avenue Charles De Gaulle,81100,https://all.accor.com/hotel/A4C2/index.fr.shtml,catalog_api,france,HOTEL MERCURE CASTRES L OCCITAN,CASTRES,,,,False,missing
